,production,hour
1604,0.0,20
1605,0.0,21
1606,0.0,22
1607,0.0,23
1608,0.0,0
1609,0.0,1
1610,0.0,2
1611,0.0,3
1612,0.0,4
1613,0.0,5
1614,0.0,6
1615,11205.155,7
1616,46534.984,8
1617,67877.462,9
1618,93570.453,10
1619,108529.575,11
1620,112920.76,12
1621,133802.869,13
1622,135300.612,14
1623,109434.865,15
1624,50627.644,16
1625,1646.57,17
1626,0.0,18
1627,0.0,19
1628,0.0,20
1629,0.0,21
1630,0.0,22
1631,0.0,23
1632,0.0,0
1633,0.0,1
1634,0.0,2
1635,0.0,3
1636,0.0,4
1637,0.0,5
1638,0.0,6
1639,20535.819,7
1640,61525.953,8
1641,154334.662,9
1642,260900.757,10
1643,350112.731,11
1644,406393.74,12
1645,414561.285,13
1646,377732.797,14
1647,291430.621,15
1648,157060.088,16
1649,10815.458,17
1650,0.0,18
1651,0.0,19
1652,0.0,20
1653,0.0,21
1654,0.0,22
1655,0.0,23
1656,0.0,0
1657,0.0,1
1658,0.0,2
1659,0.0,3
1660,0.0,4
1661,0.0,5
1662,0.0,6
1663,19950.218,7
1664,80007.48,8
1665,172261.564,9
1666,273005.67,10
1667,351602.252,11
1668,405571.899,12
1669,360561.088,13
1670,255662.553,14
1671,115979.422,15
1672,55771.395,16
1673,2889.065,17
1674,0.0,18
1675,0.0,19
1676,0.0,20
1677,0.0,21
1678,0.0,22
1679,0.0,23
1680,0.0,0
1681,0.0,1
1682,0.0,2
1683,0.0,3
1684,0.0,4
1685,0.0,5
1686,0.0,6
1687,16525.827,7
1688,77718.284,8
1689,149655.427,9
1690,246473.068,10
1691,339298.164,11
1692,405075.339,12
1693,416630.508,13
1694,384248.715,14
1695,300667.065,15
1696,166007.409,16
1697,20779.343,17
1698,0.0,18
1699,0.0,19
1700,0.0,20
1701,0.0,21
1702,0.0,22
1703,0.0,23
1704,0.0,0
1705,0.0,1
1706,0.0,2
1707,0.0,3
1708,0.0,4
1709,0.0,5
1710,0.0,6
1711,28310.361,7
1712,85572.333,8
1713,155393.663,9
1714,202247.572,10
1715,221237.641,11
1716,206985.572,12
1717,170603.804,13
1718,119889.471,14
1719,65806.847,15
1720,31281.217,16
1721,2010.497,17
1722,0.0,18
1723,0.0,19
1724,0.0,20
1725,0.0,21
1726,0.0,22
1727,0.0,23
1728,0.0,0
1729,0.0,1
1730,0.0,2
1731,0.0,3
1732,0.0,4
1733,0.0,5
1734,0.0,6
1735,24116.015,7
1736,79371.622,8
1737,129496.544,9
1738,215617.571,10
1739,296792.011,11
1740,360295.606,12
1741,291552.775,13
1742,182172.289,14
1743,69337.472,15
1744,33835.243,16
1745,2515.323,17
1746,0.0,18
1747,0.0,19
1748,0.0,20
1749,0.0,21
1750,0.0,22
1751,0.0,23
1752,0.0,0
1753,0.0,1
1754,0.0,2
1755,0.0,3
1756,0.0,4
1757,0.0,5
1758,0.0,6
1759,13870.926,7
1760,48208.26,8
1761,80495.961,9
1762,106792.852,10
1763,122220.043,11
1764,126886.72,12
1765,135458.221,13
1766,126422.092,14
1767,98854.479,15
1768,55395.066,16
1769,7572.157,17
1770,0.0,18
1771,0.0,19
1772,0.0,20
1773,0.0,21
1774,0.0,22
1775,0.0,23
1776,0.0,0
1777,0.0,1
1778,0.0,2
1779,0.0,3
1780,0.0,4
1781,0.0,5
1782,0.0,6
1783,34826.676,7
1784,89374.586,8
1785,136736.823,9
1786,169055.834,10
1787,181241.844,11
1788,173570.188,12
1789,150252.024,13
1790,112763.936,14
1791,70599.412,15
1792,46496.318,16
1793,7829.604,17
1794,0.0,18
1795,0.0,19
1796,0.0,20
1797,0.0,21
1798,0.0,22
1799,0.0,23
1800,0.0,0
1801,0.0,1
1802,0.0,2
1803,0.0,3
1804,0.0,4
1805,0.0,5
1806,0.0,6
1807,25742.31,7
1808,62835.585,8
1809,82776.679,9
1810,107782.708,10
1811,122949.685,11
1812,126550.39,12
1813,118871.854,13
1814,100011.75,14
1815,71185.842,15
1816,36401.807,16
1817,4354.098,17
1818,0.0,18
1819,0.0,19
1820,0.0,20
1821,0.0,21
1822,0.0,22
1823,0.0,23
1824,0.0,0
1825,0.0,1
1826,0.0,2
1827,0.0,3
1828,0.0,4
1829,0.0,5
1830,0.0,6
1831,31722.876,7
1832,87385.964,8
1833,136335.681,9
1834,222738.376,10
1835,302445.054,11
1836,363163.648,12
1837,311530.606,13
1838,234096.43,14
1839,136654.436,15
1840,59861.535,16
1841,8133.108,17
1842,0.0,18
1843,0.0,19
1844,0.0,20
1845,0.0,21
1846,0.0,22
1847,0.0,23
1848,0.0,0
1849,0.0,1
1850,0.0,2
1851,0.0,3
1852,0.0,4
1853,0.0,5
1854,0.0,6
1855,33193.205,7
1856,89372.943,8
1857,138245.074,9
1858,164017.188,10
1859,158182.595,11
1860,129865.885,12
1861,122210.73,13
1862,102636.509,14
1863,74033.29,15
1864,38723.925,16
1865,6036.501,17
1866,0.0,18
1867,0.0,19
1868,0.0,20
1869,0.0,21
1870,0.0,22
1871,0.0,23
1872,0.0,0
1873,0.0,1
1874,0.0,2
1875,0.0,3
1876,0.0,4
1877,0.0,5
1878,0.0,6
1879,35502.711,7
1880,91865.611,8
1881,141284.719,9
1882,198584.284,10
1883,244240.893,11
1884,271102.27,12
1885,277991.813,13
1886,255271.47,14
1887,204019.825,15
1888,146928.926,16
1889,39060.312,17
1890,0.0,18
1891,0.0,19
1892,0.0,20
1893,0.0,21
1894,0.0,22
1895,0.0,23
1896,0.0,0
1897,0.0,1
1898,0.0,2
1899,0.0,3
1900,0.0,4
1901,0.0,5
1902,3137.4,6
1903,46302.797,7
1904,118479.058,8
1905,224072.23,9
1906,342927.376,10
1907,432163.746,11
1908,477768.418,12
1909,484547.642,13
1910,446957.678,14
1911,360427.449,15
1912,218185.702,16
1913,53993.017,17
1914,0.0,18
1915,0.0,19
1916,0.0,20
1917,0.0,21
1918,0.0,22
1919,0.0,23
1920,0.0,0
1921,0.0,1
1922,0.0,2
1923,0.0,3
1924,0.0,4
1925,0.0,5
1926,0.0,6
1927,40761.448,7
1928,97370.912,8
1929,146734.227,9
1930,195428.079,10
1931,223255.42,11
1932,232242.062,12
1933,190885.428,13
1934,135183.992,14
1935,77788.168,15
1936,42320.81,16
1937,8566.902,17
1938,0.0,18
1939,0.0,19
1940,0.0,20
1941,0.0,21
1942,0.0,22
1943,0.0,23
1944,0.0,0
1945,0.0,1
1946,0.0,2
1947,0.0,3
1948,0.0,4
1949,0.0,5
1950,4509.782,6
1951,48981.927,7
1952,115152.788,8
1953,231661.206,9
1954,342083.702,10
1955,421531.326,11
1956,458226.97,12
1957,451003.475,13
1958,398846.415,14
1959,308143.514,15
1960,182193.68,16
1961,46256.468,17
1962,0.0,18
1963,0.0,19
1964,0.0,20
1965,0.0,21
1966,0.0,22
1967,0.0,23
1968,0.0,0
1969,0.0,1
1970,0.0,2
1971,0.0,3
1972,0.0,4
1973,0.0,5
1974,0.0,6
1975,25180.75,7
1976,60052.046,8
1977,91927.468,9
1978,116390.769,10
1979,131183.354,11
1980,134711.454,12
1981,160160.882,13
1982,164436.816,14
1983,142811.539,15
1984,82040.77,16
1985,21150.55,17
1986,0.0,18
1987,0.0,19
1988,0.0,20
1989,0.0,21
1990,0.0,22
1991,0.0,23
1992,0.0,0
1993,0.0,1
1994,0.0,2
1995,0.0,3
1996,0.0,4
1997,0.0,5
1998,4534.355,6
1999,43192.642,7
2000,134250.246,8
2001,243485.783,9
2002,320519.628,10
2003,348464.158,11
2004,323820.364,12
2005,319206.056,13
2006,284150.983,14
2007,222642.163,15
2008,128420.305,16
2009,34295.677,17
2010,0.0,18
2011,0.0,19
2012,0.0,20
2013,0.0,21
2014,0.0,22
2015,0.0,23
2016,0.0,0
2017,0.0,1
2018,0.0,2
2019,0.0,3
2020,0.0,4
2021,0.0,5
2022,6652.985,6
2023,61029.177,7
2024,138865.503,8
2025,248770.215,9
2026,352738.819,10
2027,398778.993,11
2028,394693.662,12
2029,338748.803,13
2030,256124.73,14
2031,153868.194,15
2032,86538.03,16
2033,24088.694,17
2034,0.0,18
2035,0.0,19
2036,0.0,20
2037,0.0,21
2038,0.0,22
2039,0.0,23
2040,0.0,0
2041,0.0,1
2042,0.0,2
2043,0.0,3
2044,0.0,4
2045,0.0,5
2046,6104.811,6
2047,39101.897,7
2048,116088.305,8
2049,162508.187,9
2050,187088.213,10
2051,177674.072,11
2052,145978.62,12
2053,173102.373,13
2054,179031.065,14
2055,156224.432,15
2056,100468.294,16
2057,31038.508,17
2058,0.0,18
2059,0.0,19
2060,0.0,20
2061,0.0,21
2062,0.0,22
2063,0.0,23
2064,0.0,0
2065,0.0,1
2066,0.0,2
2067,0.0,3
2068,0.0,4
2069,0.0,5
2070,12551.121,6
2071,68569.849,7
2072,156285.363,8
2073,265531.207,9
2074,367808.18,10
2075,421054.277,11
2076,414604.306,12
2077,427498.292,13
2078,400980.401,14
2079,331839.157,15
2080,218651.299,16
2081,71847.542,17
2082,0.0,18
2083,0.0,19
2084,0.0,20
2085,0.0,21
2086,0.0,22
2087,0.0,23
2088,0.0,0
2089,0.0,1
2090,0.0,2
2091,0.0,3
2092,0.0,4
2093,0.0,5
2094,14945.71,6
2095,71475.315,7
2096,154813.975,8
2097,271031.141,9
2098,388615.564,10
2099,467862.832,11
2100,504343.167,12
2101,444968.895,13
2102,321460.197,14
2103,158783.354,15
2104,147887.619,16
2105,63552.132,17
2106,0.0,18
2107,0.0,19
2108,0.0,20
2109,0.0,21
2110,0.0,22
2111,0.0,23
2112,0.0,0
2113,0.0,1
2114,0.0,2
2115,0.0,3
2116,0.0,4
2117,0.0,5
2118,16977.382,6
2119,57948.188,7
2120,158568.294,8
2121,274789.443,9
2122,393010.939,10
2123,473333.852,11
2124,511182.407,12
2125,515673.883,13
2126,475531.285,14
2127,393273.682,15
2128,257904.56,16
2129,97815.597,17
2130,234.583,18
2131,0.0,19
2132,0.0,20
2133,0.0,21
2134,0.0,22
2135,0.0,23
2136,0.0,0
2137,0.0,1
2138,0.0,2
2139,0.0,3
2140,0.0,4
2141,0.0,5
2142,9558.656,6
2143,53759.873,7
2144,90239.527,8
2145,104831.371,9
2146,128981.629,10
2147,144486.259,11
2148,147365.529,12
2149,138886.84,13
2150,119390.057,14
2151,89131.809,15
2152,52912.027,16
2153,16944.602,17
2154,0.0,18
2155,0.0,19
2156,0.0,20
2157,0.0,21
2158,0.0,22
2159,0.0,23
2160,0.0,0
2161,0.0,1
2162,0.0,2
2163,0.0,3
2164,0.0,4
2165,0.0,5
2166,5171.082,6
2167,36900.005,7
2168,72228.991,8
2169,104013.806,9
2170,128384.321,10
2171,142406.274,11
2172,145164.253,12
2173,136788.969,13
2174,117624.396,14
2175,88824.837,15
2176,52643.847,16
2177,17398.094,17
2178,0.0,18
2179,0.0,19
2180,0.0,20
2181,0.0,21
2182,0.0,22
2183,0.0,23
2184,0.0,0
2185,0.0,1
2186,0.0,2
2187,0.0,3
2188,0.0,4
2189,0.0,5
2190,5971.343,6
2191,37571.373,7
2192,73626.131,8
2193,105467.291,9
2194,129159.913,10
2195,143302.287,11
2196,146231.248,12
2197,137890.739,13
2198,118625.747,14
2199,89806.527,15
2200,54373.132,16
2201,18175.703,17
2202,0.0,18
2203,0.0,19
2204,0.0,20
2205,0.0,21
2206,0.0,22
2207,0.0,23
2208,0.0,0
2209,0.0,1
2210,0.0,2
2211,0.0,3
2212,0.0,4
2213,0.0,5
2214,14438.658,6
2215,74668.449,7
2216,177598.602,8
2217,300292.529,9
2218,370280.209,10
2219,326559.512,11
2220,146004.79,12
2221,174248.609,13
2222,181348.349,14
2223,162437.911,15
2224,115644.186,16
2225,48264.648,17
2226,85.037,18
2227,0.0,19
2228,0.0,20
2229,0.0,21
2230,0.0,22
2231,0.0,23
2232,0.0,0
2233,0.0,1
2234,0.0,2
2235,0.0,3
2236,0.0,4
2237,0.0,5
2238,16269.508,6
2239,61221.742,7
2240,96244.066,8
2241,108806.594,9
2242,132420.351,10
2243,146590.742,11
2244,150057.933,12
2245,178084.973,13
2246,185552.276,14
2247,165127.332,15
2248,104365.254,16
2249,38851.82,17
2250,0.0,18
2251,0.0,19
2252,0.0,20
2253,0.0,21
2254,0.0,22
2255,0.0,23
2256,0.0,0
2257,0.0,1
2258,0.0,2
2259,0.0,3
2260,0.0,4
2261,0.0,5
2262,8512.292,6
2263,41778.186,7
2264,77610.116,8
2265,109278.008,9
2266,198166.673,10
2267,282616.775,11
2268,353543.409,12
2269,284641.606,13
2270,187198.873,14
2271,93310.558,15
2272,58107.648,16
2273,21711.5,17
2274,0.0,18
2275,0.0,19
2276,0.0,20
2277,0.0,21
2278,0.0,22
2279,0.0,23
2280,0.0,0
2281,0.0,1
2282,0.0,2
2283,0.0,3
2284,0.0,4
2285,0.0,5
2286,29644.755,6
2287,77528.775,7
2288,184731.03,8
2289,297327.834,9
2290,409321.789,10
2291,487930.7,11
2292,533738.735,12
2293,523928.847,13
2294,467163.047,14
2295,361554.778,15
2296,225598.133,16
2297,78997.481,17
2298,1014.821,18
2299,0.0,19
2300,0.0,20
2301,0.0,21
2302,0.0,22
2303,0.0,23
2304,0.0,0
2305,0.0,1
2306,0.0,2
2307,0.0,3
2308,0.0,4
2309,0.0,5
2310,29560.797,6
2311,84873.705,7
2312,145110.162,8
2313,188898.832,9
2314,201529.198,10
2315,188132.326,11
2316,153070.311,12
2317,289386.232,13
2318,363850.151,14
2319,362968.531,15
2320,207460.611,16
2321,67507.349,17
2322,116.35,18
2323,0.0,19
2324,0.0,20
2325,0.0,21
2326,0.0,22
2327,0.0,23
2328,0.0,0
2329,0.0,1
2330,0.0,2
2331,0.0,3
2332,0.0,4
2333,0.0,5
2334,11895.629,6
2335,82209.525,7
2336,174907.543,8
2337,301283.87,9
2338,392429.901,10
2339,456794.72,11
2340,489969.474,12
2341,470130.847,13
2342,414952.611,14
2343,321493.598,15
2344,221263.352,16
2345,93840.329,17
2346,3458.187,18
2347,0.0,19
2348,0.0,20
2349,0.0,21
2350,0.0,22
2351,0.0,23
2352,0.0,0
2353,0.0,1
2354,0.0,2
2355,0.0,3
2356,0.0,4
2357,0.0,5
2358,25369.109,6
2359,89135.986,7
2360,186141.878,8
2361,308994.883,9
2362,411003.76,10
2363,487700.189,11
2364,534603.179,12
2365,522018.969,13
2366,469181.626,14
2367,373867.27,15
2368,283966.194,16
2369,147654.024,17
2370,6151.07,18
2371,0.0,19
2372,0.0,20
2373,0.0,21
2374,0.0,22
2375,0.0,23
2376,0.0,0
2377,0.0,1
2378,0.0,2
2379,0.0,3
2380,0.0,4
2381,0.0,5
2382,18865.273,6
2383,91308.545,7
2384,204449.256,8
2385,318764.98,9
2386,407650.277,10
2387,450034.093,11
2388,442088.381,12
2389,437103.313,13
2390,389120.112,14
2391,318026.278,15
2392,269304.905,16
2393,139025.486,17
2394,7026.596,18
2395,0.0,19
2396,0.0,20
2397,0.0,21
2398,0.0,22
2399,0.0,23
2400,0.0,0
2401,0.0,1
2402,0.0,2
2403,0.0,3
2404,0.0,4
2405,188.057,5
2406,21186.543,6
2407,95735.817,7
2408,202769.441,8
2409,315774.255,9
2410,380289.298,10
2411,396593.49,11
2412,364808.687,12
2413,326189.149,13
2414,263700.09,14
2415,178681.045,15
2416,158129.619,16
2417,85777.424,17
2418,6360.616,18
2419,0.0,19
2420,0.0,20
2421,0.0,21
2422,0.0,22
2423,0.0,23
2424,0.0,0
2425,0.0,1
2426,0.0,2
2427,0.0,3
2428,0.0,4
2429,1147.797,5
2430,41785.111,6
2431,98277.787,7
2432,213268.352,8
2433,326679.864,9
2434,391031.031,10
2435,372588.855,11
2436,270805.802,12
2437,429456.596,13
2438,484160.531,14
2439,440024.66,15
2440,314143.991,16
2441,157687.023,17
2442,11649.715,18
2443,0.0,19
2444,0.0,20
2445,0.0,21
2446,0.0,22
2447,0.0,23
2448,0.0,0
2449,0.0,1
2450,0.0,2
2451,0.0,3
2452,0.0,4
2453,1553.821,5
2454,43392.606,6
2455,101284.666,7
2456,217823.641,8
2457,336483.589,9
2458,443366.14,10
2459,517571.221,11
2460,557107.446,12
2461,559410.944,13
2462,522002.532,14
2463,442808.903,15
2464,315376.532,16
2465,159423.006,17
2466,13007.007,18
2467,0.0,19
2468,0.0,20
2469,0.0,21
2470,0.0,22
2471,0.0,23
2472,0.0,0
2473,0.0,1
2474,0.0,2
2475,0.0,3
2476,0.0,4
2477,2042.27,5
2478,43466.955,6
2479,106090.621,7
2480,226333.16,8
2481,351340.269,9
2482,457523.795,10
2483,524483.548,11
2484,557909.084,12
2485,559985.118,13
2486,522918.675,14
2487,444050.403,15
2488,305233.125,16
2489,123091.488,17
2490,7613.415,18
2491,0.0,19
2492,0.0,20
2493,0.0,21
2494,0.0,22
2495,0.0,23
2496,0.0,0
2497,0.0,1
2498,0.0,2
2499,0.0,3
2500,0.0,4
2501,0.0,5
2502,20271.328,6
2503,98218.572,7
2504,199044.107,8
2505,327104.881,9
2506,403588.202,10
2507,446428.559,11
2508,451121.601,12
2509,490276.212,13
2510,480286.183,14
2511,420099.973,15
2512,299833.19,16
2513,155819.506,17
2514,14826.906,18
2515,0.0,19
2516,0.0,20
2517,0.0,21
2518,0.0,22
2519,0.0,23
2520,0.0,0
2521,0.0,1
2522,0.0,2
2523,0.0,3
2524,0.0,4
2525,3061.676,5
2526,53081.153,6
2527,128176.829,7
2528,247832.87,8
2529,350459.471,9
2530,411760.223,10
2531,424768.624,11
2532,386875.56,12
2533,376530.66,13
2534,338101.739,14
2535,280593.952,15
2536,261640.204,16
2537,155477.86,17
2538,18867.122,18
2539,0.0,19
2540,0.0,20
2541,0.0,21
2542,0.0,22
2543,0.0,23
2544,0.0,0
2545,0.0,1
2546,0.0,2
2547,0.0,3
2548,0.0,4
2549,3559.687,5
2550,41117.067,6
2551,132476.611,7
2552,204741.239,8
2553,214961.039,9
2554,341061.887,10
2555,452295.768,11
2556,532093.194,12
2557,488358.71,13
2558,401112.569,14
2559,285086.148,15
2560,202461.435,16
2561,95603.752,17
2562,12499.183,18
2563,0.0,19
2564,0.0,20
2565,0.0,21
2566,0.0,22
2567,0.0,23
2568,0.0,0
2569,0.0,1
2570,0.0,2
2571,0.0,3
2572,0.0,4
2573,5073.428,5
2574,37456.386,6
2575,133989.384,7
2576,251616.476,8
2577,353712.295,9
2578,455940.212,10
2579,533216.484,11
2580,580392.041,12
2581,586436.7,13
2582,550385.695,14
2583,468251.748,15
2584,334019.638,16
2585,173714.322,17
2586,24661.122,18
2587,0.0,19
2588,0.0,20
2589,0.0,21
2590,0.0,22
2591,0.0,23
2592,0.0,0
2593,0.0,1
2594,0.0,2
2595,0.0,3
2596,0.0,4
2597,5659.527,5
2598,39729.581,6
2599,141604.78,7
2600,262010.002,8
2601,380397.857,9
2602,453527.18,10
2603,459668.66,11
2604,395914.819,12
2605,353956.71,13
2606,287495.572,14
2607,199458.042,15
2608,142919.226,16
2609,66732.675,17
2610,10648.882,18
2611,0.0,19
2612,0.0,20
2613,0.0,21
2614,0.0,22
2615,0.0,23
2616,0.0,0
2617,0.0,1
2618,0.0,2
2619,0.0,3
2620,0.0,4
2621,4065.468,5
2622,37806.534,6
2623,141229.674,7
2624,258864.162,8
2625,390353.626,9
2626,469547.304,10
2627,505713.988,11
2628,487987.361,12
2629,482522.935,13
2630,441742.883,14
2631,361126.061,15
2632,302737.766,16
2633,189946.394,17
2634,33260.876,18
2635,0.0,19
2636,0.0,20
2637,0.0,21
2638,0.0,22
2639,0.0,23
2640,0.0,0
2641,0.0,1
2642,0.0,2
2643,0.0,3
2644,0.0,4
2645,9759.407,5
2646,64926.031,6
2647,145849.786,7
2648,247656.22,8
2649,293921.758,9
2650,353453.222,10
2651,390686.09,11
2652,403855.893,12
2653,358727.051,13
2654,291145.475,14
2655,202527.226,15
2656,167128.957,16
2657,92883.076,17
2658,17896.893,18
2659,0.0,19
2660,0.0,20
2661,0.0,21
2662,0.0,22
2663,0.0,23
2664,0.0,0
2665,0.0,1
2666,0.0,2
2667,0.0,3
2668,0.0,4
2669,4834.443,5
2670,49727.814,6
2671,97196.646,7
2672,128004.473,8
2673,135053.414,9
2674,158454.357,10
2675,173026.735,11
2676,175047.775,12
2677,165512.495,13
2678,144364.349,14
2679,113529.103,15
2680,98096.609,16
2681,59478.071,17
2682,13172.597,18
2683,0.0,19
2684,0.0,20
2685,0.0,21
2686,0.0,22
2687,0.0,23
2688,0.0,0
2689,0.0,1
2690,0.0,2
2691,0.0,3
2692,0.0,4
2693,1164.304,5
2694,29547.245,6
2695,66011.633,7
2696,102459.255,8
2697,133755.851,9
2698,157240.215,10
2699,170945.569,11
2700,173534.957,12
2701,163343.702,13
2702,142548.02,14
2703,113085.721,15
2704,87226.108,16
2705,48952.625,17
2706,10820.26,18
2707,0.0,19
2708,0.0,20
2709,0.0,21
2710,0.0,22
2711,0.0,23
2712,0.0,0
2713,0.0,1
2714,0.0,2
2715,0.0,3
2716,0.0,4
2717,13397.715,5
2718,65737.227,6
2719,145353.446,7
2720,258063.917,8
2721,361000.913,9
2722,436216.81,10
2723,472756.27,11
2724,474702.253,12
2725,540693.46,13
2726,542666.223,14
2727,489867.927,15
2728,352954.624,16
2729,195850.393,17
2730,43403.98,18
2731,0.0,19
2732,0.0,20
2733,0.0,21
2734,0.0,22
2735,0.0,23
2736,0.0,0
2737,0.0,1
2738,0.0,2
2739,0.0,3
2740,0.0,4
2741,13776.238,5
2742,67285.843,6
2743,146151.192,7
2744,202680.694,8
2745,226464.08,9
2746,231969.428,10
2747,212184.128,11
2748,171652.286,12
2749,205613.622,13
2750,217749.269,14
2751,203116.153,15
2752,120992.295,16
2753,51240.923,17
2754,7751.116,18
2755,0.0,19
2756,0.0,20
2757,0.0,21
2758,0.0,22
2759,0.0,23
2760,0.0,0
2761,0.0,1
2762,0.0,2
2763,0.0,3
2764,0.0,4
2765,9616.202,5
2766,57095.865,6
2767,118261.19,7
2768,179160.723,8
2769,229476.541,9
2770,272663.076,10
2771,299246.569,11
2772,303985.544,12
2773,289683.38,13
2774,257120.348,14
2775,207508.454,15
2776,151180.898,16
2777,75408.372,17
2778,17991.224,18
2779,0.0,19
2780,0.0,20
2781,0.0,21
2782,0.0,22
2783,0.0,23
2784,0.0,0
2785,0.0,1
2786,0.0,2
2787,0.0,3
2788,0.0,4
2789,9776.272,5
2790,58725.726,6
2791,119415.239,7
2792,179472.917,8
2793,228655.898,9
2794,271070.291,10
2795,296208.456,11
2796,301176.221,12
2797,249735.109,13
2798,185220.161,14
2799,116613.69,15
2800,80374.982,16
2801,41551.51,17
2802,9332.106,18
2803,0.0,19
2804,0.0,20
2805,0.0,21
2806,0.0,22
2807,0.0,23
2808,0.0,0
2809,0.0,1
2810,0.0,2
2811,0.0,3
2812,0.0,4
2813,12889.936,5
2814,60222.897,6
2815,121393.348,7
2816,182484.718,8
2817,233180.721,9
2818,275203.5,10
2819,302061.24,11
2820,309394.012,12
2821,298504.093,13
2822,266271.989,14
2823,216340.485,15
2824,147167.192,16
2825,78479.113,17
2826,20432.39,18
2827,0.0,19
2828,0.0,20
2829,0.0,21
2830,0.0,22
2831,0.0,23
2832,0.0,0
2833,0.0,1
2834,0.0,2
2835,0.0,3
2836,0.0,4
2837,10026.422,5
2838,50002.159,6
2839,92212.439,7
2840,124466.601,8
2841,142264.936,9
2842,165795.878,10
2843,179774.708,11
2844,181694.338,12
2845,172368.951,13
2846,152030.465,14
2847,120635.727,15
2848,83693.361,16
2849,44151.887,17
2850,11272.113,18
2851,0.0,19
2852,0.0,20
2853,0.0,21
2854,0.0,22
2855,0.0,23
2856,0.0,0
2857,0.0,1
2858,0.0,2
2859,0.0,3
2860,0.0,4
2861,6284.967,5
2862,36505.28,6
2863,74755.985,7
2864,111731.817,8
2865,143656.529,9
2866,166155.102,10
2867,179520.088,11
2868,180810.691,12
2869,170596.534,13
2870,150473.167,14
2871,120219.25,15
2872,105791.169,16
2873,69459.516,17
2874,22160.128,18
2875,0.0,19
2876,0.0,20
2877,0.0,21
2878,0.0,22
2879,0.0,23
2880,0.0,0
2881,0.0,1
2882,0.0,2
2883,0.0,3
2884,0.0,4
2885,23725.933,5
2886,63869.519,6
2887,131955.6,7
2888,214452.406,8
2889,301701.949,9
2890,437834.165,10
2891,546585.452,11
2892,608834.631,12
2893,606089.91,13
2894,564218.641,14
2895,484271.456,15
2896,369808.228,16
2897,224373.916,17
2898,65648.973,18
2899,0.0,19
2900,0.0,20
2901,0.0,21
2902,0.0,22
2903,0.0,23
2904,0.0,0
2905,0.0,1
2906,0.0,2
2907,0.0,3
2908,0.0,4
2909,28317.137,5
2910,75423.803,6
2911,173336.942,7
2912,294016.609,8
2913,408058.111,9
2914,501157.886,10
2915,567829.054,11
2916,602435.474,12
2917,604519.1,13
2918,569469.803,14
2919,492716.35,15
2920,376501.488,16
2921,229599.937,17
2922,68497.538,18
2923,0.0,19
2924,0.0,20
2925,0.0,21
2926,0.0,22
2927,0.0,23
2928,0.0,0
2929,0.0,1
2930,0.0,2
2931,0.0,3
2932,0.0,4
2933,28053.477,5
2934,78028.729,6
2935,178375.514,7
2936,300730.25,8
2937,416219.024,9
2938,509514.869,10
2939,574114.077,11
2940,607028.033,12
2941,610573.691,13
2942,576727.336,14
2943,501642.546,15
2944,380279.914,16
2945,233909.188,17
2946,71658.061,18
2947,0.0,19
2948,0.0,20
2949,0.0,21
2950,0.0,22
2951,0.0,23
2952,0.0,0
2953,0.0,1
2954,0.0,2
2955,0.0,3
2956,0.0,4
2957,22963.229,5
2958,80263.015,6
2959,181304.47,7
2960,306361.059,8
2961,427073.642,9
2962,523104.878,10
2963,589717.27,11
2964,622912.127,12
2965,621550.786,13
2966,583224.977,14
2967,504681.784,15
2968,382994.655,16
2969,236897.221,17
2970,74282.123,18
2971,440.023,19
2972,0.0,20
2973,0.0,21
2974,0.0,22
2975,0.0,23
2976,0.0,0
2977,0.0,1
2978,0.0,2
2979,0.0,3
2980,0.0,4
2981,29441.704,5
2982,87494.24,6
2983,176128.624,7
2984,294876.418,8
2985,415702.434,9
2986,485729.287,10
2987,515232.627,11
2988,497273.936,12
2989,513090.739,13
2990,500756.197,14
2991,433300.228,15
2992,348828.207,16
2993,215477.117,17
2994,72166.617,18
2995,466.625,19
2996,0.0,20
2997,0.0,21
2998,0.0,22
2999,0.0,23
3000,0.0,0
3001,0.0,1
3002,0.0,2
3003,0.0,3
3004,0.0,4
3005,29343.042,5
3006,85405.209,6
3007,174916.805,7
3008,293141.276,8
3009,420582.273,9
3010,478093.5,10
3011,478359.387,11
3012,416305.845,12
3013,438571.177,13
3014,426657.85,14
3015,379655.077,15
3016,263888.258,16
3017,141384.707,17
3018,40280.93,18
3019,0.0,19
3020,0.0,20
3021,0.0,21
3022,0.0,22
3023,0.0,23
3024,0.0,0
3025,0.0,1
3026,0.0,2
3027,0.0,3
3028,0.0,4
3029,24951.934,5
3030,84128.875,6
3031,192599.081,7
3032,320265.51,8
3033,441157.957,9
3034,538297.433,10
3035,606343.698,11
3036,640979.973,12
3037,624566.288,13
3038,514806.907,14
3039,312398.386,15
3040,205495.641,16
3041,102104.244,17
3042,29274.552,18
3043,0.0,19
3044,0.0,20
3045,0.0,21
3046,0.0,22
3047,0.0,23
3048,0.0,0
3049,0.0,1
3050,0.0,2
3051,0.0,3
3052,0.0,4
3053,10826.047,5
3054,42748.812,6
3055,78765.087,7
3056,114365.156,8
3057,144860.517,9
3058,166760.099,10
3059,179431.545,11
3060,181254.011,12
3061,171715.689,13
3062,152236.627,14
3063,122792.629,15
3064,87649.537,16
3065,49296.596,17
3066,15632.858,18
3067,0.0,19
3068,0.0,20
3069,0.0,21
3070,0.0,22
3071,0.0,23
